GEOID,NAME,Intent,Period,Count,Rate,Data_As_Of,TTM_Date_Range
26,Michigan,Drug_OD,2023,2736,27.3,04/04/2025,
26,Michigan,Drug_OD,TTM,1976,19.7,04/04/2025,"October, 2023 to September, 2024"
26,Michigan,FA_Deaths,2019,1220,12.2,04/04/2025,
26,Michigan,FA_Deaths,2020,1454,14.4,04/04/2025,
26,Michigan,FA_Deaths,2021,1544,15.4,04/04/2025,
26,Michigan,FA_Deaths,2022,1504,15,04/04/2025,
26,Michigan,FA_Deaths,2023,1384,13.8,04/04/2025,
26,Michigan,FA_Deaths,TTM,1244,12.4,04/04/2025,"December, 2023 to November, 2024"
26,Michigan,FA_Homicide,2019,458,4.6,04/04/2025,
26,Michigan,FA_Homicide,2020,672,6.7,04/04/2025,
26,Michigan,FA_Homicide,2021,701,7,04/04/2025,
26,Michigan,FA_Homicide,2022,640,6.4,04/04/2025,
26,Michigan,FA_Homicide,2023,518,5.2,04/04/2025,
26,Michigan,FA_Homicide,TTM,410,4.1,04/04/2025,"December, 2023 to November, 2024"
26,Michigan,FA_Suicide,2019,742,7.4,04/04/2025,
26,Michigan,FA_Suicide,2020,761,7.6,04/04/2025,
26,Michigan,FA_Suicide,2021,810,8.1,04/04/2025,
26,Michigan,FA_Suicide,2022,842,8.4,04/04/2025,
26,Michigan,FA_Suicide,2023,836,8.300000000000001,04/04/2025,
26,Michigan,FA_Suicide,TTM,804,8,04/04/2025,"December, 2023 to November, 2024"
27,Minnesota,All_Homicide,2019,154,2.7,04/04/2025,
27,Minnesota,All_Homicide,2020,198,3.5,04/04/2025,
27,Minnesota,All_Homicide,2021,232,4.1,04/04/2025,
27,Minnesota,All_Homicide,2022,207,3.6,04/04/2025,
27,Minnesota,All_Homicide,2023,197,3.4,04/04/2025,
27,Minnesota,All_Homicide,TTM,199,3.5,04/04/2025,"December, 2023 to November, 2024"
27,Minnesota,All_Suicide,2019,830,14.7,04/04/2025,
27,Minnesota,All_Suicide,2020,758,13.3,04/04/2025,
27,Minnesota,All_Suicide,2021,808,14.1,04/04/2025,
27,Minnesota,All_Suicide,2022,860,15,04/04/2025,
27,Minnesota,All_Suicide,2023,812,14.2,04/04/2025,
27,Minnesota,All_Suicide,TTM,829,14.4,04/04/2025,"December, 2023 to November, 2024"
27,Minnesota,Drug_OD,2019,664,11.8,04/04/2025,
27,Minnesota,Drug_OD,2020,960,16.8,04/04/2025,
27,Minnesota,Drug_OD,2021,1270,22.2,04/04/2025,
27,Minnesota,Drug_OD,2022,1294,22.6,04/04/2025,
27,Minnesota,Drug_OD,2023,1246,21.7,04/04/2025,
27,Minnesota,Drug_OD,TTM,1004,17.5,04/04/2025,"October, 2023 to September, 2024"
27,Minnesota,FA_Deaths,2019,465,8.199999999999999,04/04/2025,
27,Minnesota,FA_Deaths,2020,513,9,04/04/2025,
27,Minnesota,FA_Deaths,2021,573,10,04/04/2025,
27,Minnesota,FA_Deaths,2022,561,9.800000000000001,04/04/2025,
27,Minnesota,FA_Deaths,2023,525,9.1,04/04/2025,
27,Minnesota,FA_Deaths,TTM,590,10.3,04/04/2025,"December, 2023 to November, 2024"
27,Minnesota,FA_Homicide,2019,102,1.8,04/04/2025,
27,Minnesota,FA_Homicide,2020,138,2.4,04/04/2025,
27,Minnesota,FA_Homicide,2021,164,2.9,04/04/2025,
27,Minnesota,FA_Homicide,2022,143,2.5,04/04/2025,
27,Minnesota,FA_Homicide,2023,128,2.2,04/04/2025,
27,Minnesota,FA_Homicide,TTM,147,2.6,04/04/2025,"December, 2023 to November, 2024"
27,Minnesota,FA_Suicide,2019,350,6.2,04/04/2025,
27,Minnesota,FA_Suicide,2020,354,6.2,04/04/2025,
27,Minnesota,FA_Suicide,2021,393,6.9,04/04/2025,
27,Minnesota,FA_Suicide,2022,402,7,04/04/2025,
27,Minnesota,FA_Suicide,2023,379,6.6,04/04/2025,
27,Minnesota,FA_Suicide,TTM,419,7.3,04/04/2025,"December, 2023 to November, 2024"
28,Mississippi,All_Homicide,2019,434,14.6,04/04/2025,
28,Mississippi,All_Homicide,2020,576,19.5,04/04/2025,
28,Mississippi,All_Homicide,2021,656,22.2,04/04/2025,
28,Mississippi,All_Homicide,2022,576,19.6,04/04/2025,
28,Mississippi,All_Homicide,2023,543,18.5,04/04/2025,
28,Mississippi,All_Homicide,TTM,546,18.6,04/04/2025,"December, 2023 to November, 2024"
28,Mississippi,All_Suicide,2019,436,14.6,04/04/2025,
28,Mississippi,All_Suicide,2020,410,13.9,04/04/2025,
28,Mississippi,All_Suicide,2021,480,16.3,04/04/2025,
28,Mississippi,All_Suicide,2022,417,14.2,04/04/2025,
28,Mississippi,All_Suicide,2023,457,15.5,04/04/2025,
28,Mississippi,All_Suicide,TTM,438,14.9,04/04/2025,"December, 2023 to November, 2024"
28,Mississippi,Drug_OD,2019,377,12.7,04/04/2025,
28,Mississippi,Drug_OD,2020,566,19.1,04/04/2025,
28,Mississippi,Drug_OD,2021,771,26.1,04/04/2025,
28,Mississippi,Drug_OD,2022,729,24.8,04/04/2025,
28,Mississippi,Drug_OD,2023,681,23.2,04/04/2025,
28,Mississippi,Drug_OD,TTM,546,18.6,04/04/2025,"October, 2023 to September, 2024"
28,Mississippi,FA_Deaths,2019,710,23.9,04/04/2025,
28,Mississippi,FA_Deaths,2020,818,27.6,04/04/2025,
28,Mississippi,FA_Deaths,2021,962,32.6,04/04/2025,
28,Mississippi,FA_Deaths,2022,848,28.9,04/04/2025,
28,Mississippi,FA_Deaths,2023,844,28.7,04/04/2025,
28,Mississippi,FA_Deaths,TTM,807,27.5,04/04/2025,"December, 2023 to November, 2024"
28,Mississippi,FA_Homicide,2019,366,12.3,04/04/2025,
28,Mississippi,FA_Homicide,2020,499,16.9,04/04/2025,
28,Mississippi,FA_Homicide,2021,583,19.8,04/04/2025,
28,Mississippi,FA_Homicide,2022,511,17.4,04/04/2025,
28,Mississippi,FA_Homicide,2023,493,16.8,04/04/2025,
28,Mississippi,FA_Homicide,TTM,472,16.1,04/04/2025,"December, 2023 to November, 2024"
28,Mississippi,FA_Suicide,2019,308,10.3,04/04/2025,
28,Mississippi,FA_Suicide,2020,278,9.4,04/04/2025,
28,Mississippi,FA_Suicide,2021,333,11.3,04/04/2025,
28,Mississippi,FA_Suicide,2022,300,10.2,04/04/2025,
28,Mississippi,FA_Suicide,2023,324,11,04/04/2025,
28,Mississippi,FA_Suicide,TTM,306,10.4,04/04/2025,"December, 2023 to November, 2024"
29,Missouri,All_Homicide,2019,628,10.2,04/04/2025,
29,Missouri,All_Homicide,2020,803,13,04/04/2025,
29,Missouri,All_Homicide,2021,716,11.6,04/04/2025,
29,Missouri,All_Homicide,2022,744,12,04/04/2025,
29,Missouri,All_Homicide,2023,612,9.9,04/04/2025,
29,Missouri,All_Homicide,TTM,556,9,04/04/2025,"December, 2023 to November, 2024"
29,Missouri,All_Suicide,2019,1141,18.6,04/04/2025,
29,Missouri,All_Suicide,2020,1125,18.3,04/04/2025,
29,Missouri,All_Suicide,2021,1177,19.1,04/04/2025,
29,Missouri,All_Suicide,2022,1219,19.7,04/04/2025,
29,Missouri,All_Suicide,2023,1143,18.4,04/04/2025,
29,Missouri,All_Suicide,TTM,1128,18.2,04/04/2025,"December, 2023 to November, 2024"
29,Missouri,Drug_OD,2019,1471,24,04/04/2025,
29,Missouri,Drug_OD,2020,1785,29,04/04/2025,
29,Missouri,Drug_OD,2021,2062,33.4,04/04/2025,
29,Missouri,Drug_OD,2022,2073,33.6,04/04/2025,
29,Missouri,Drug_OD,2023,1893,30.6,04/04/2025,
29,Missouri,Drug_OD,TTM,1508,24.3,04/04/2025,"October, 2023 to September, 2024"
29,Missouri,FA_Deaths,2019,1252,20.4,04/04/2025,
29,Missouri,FA_Deaths,2020,1426,23.2,04/04/2025,
29,Missouri,FA_Deaths,2021,1414,22.9,04/04/2025,
29,Missouri,FA_Deaths,2022,1489,24.1,04/04/2025,
29,Missouri,FA_Deaths,2023,1324,21.4,04/04/2025,
29,Missouri,FA_Deaths,TTM,1233,19.9,04/04/2025,"December, 2023 to November, 2024"
29,Missouri,FA_Homicide,2019,537,8.699999999999999,04/04/2025,
29,Missouri,FA_Homicide,2020,683,11.1,04/04/2025,
29,Missouri,FA_Homicide,2021,609,9.9,04/04/2025,
29,Missouri,FA_Homicide,2022,629,10.2,04/04/2025,
29,Missouri,FA_Homicide,2023,526,8.5,04/04/2025,
29,Missouri,FA_Homicide,TTM,466,7.5,04/04/2025,"December, 2023 to November, 2024"
29,Missouri,FA_Suicide,2019,681,11.1,04/04/2025,
29,Missouri,FA_Suicide,2020,704,11.4,04/04/2025,
29,Missouri,FA_Suicide,2021,747,12.1,04/04/2025,
29,Missouri,FA_Suicide,2022,806,13,04/04/2025,
29,Missouri,FA_Suicide,2023,746,12,04/04/2025,
29,Missouri,FA_Suicide,TTM,720,11.6,04/04/2025,"December, 2023 to November, 2024"
30,Montana,All_Homicide,2019,39,3.6,04/04/2025,
30,Montana,All_Homicide,2020,65,6,04/04/2025,
30,Montana,All_Homicide,2021,46,4.2,04/04/2025,
30,Montana,All_Homicide,2022,57,5.1,04/04/2025,
30,Montana,All_Homicide,2023,50,4.4,04/04/2025,
30,Montana,All_Homicide,TTM,50,4.4,04/04/2025,"December, 2023 to November, 2024"
30,Montana,All_Suicide,2019,289,27,04/04/2025,
30,Montana,All_Suicide,2020,300,27.6,04/04/2025,
30,Montana,All_Suicide,2021,350,31.6,04/04/2025,
30,Montana,All_Suicide,2022,329,29.3,04/04/2025,
30,Montana,All_Suicide,2023,310,27.4,04/04/2025,
30,Montana,All_Suicide,TTM,325,28.7,04/04/2025,"December, 2023 to November, 2024"
30,Montana,Drug_OD,2019,117,10.9,04/04/2025,
30,Montana,Drug_OD,2020,136,12.5,04/04/2025,
30,Montana,Drug_OD,2021,182,16.5,04/04/2025,
30,Montana,Drug_OD,2022,194,17.3,04/04/2025,
30,Montana,Drug_OD,2023,170,15,04/04/2025,
30,Montana,Drug_OD,TTM,160,14.1,04/04/2025,"October, 2023 to September, 2024"
30,Montana,FA_Deaths,2019,209,19.6,04/04/2025,
30,Montana,FA_Deaths,2020,238,21.9,04/04/2025,
30,Montana,FA_Deaths,2021,280,25.3,04/04/2025,
30,Montana,FA_Deaths,2022,274,24.4,04/04/2025,
30,Montana,FA_Deaths,2023,247,21.8,04/04/2025,
30,Montana,FA_Deaths,TTM,257,22.7,04/04/2025,"December, 2023 to November, 2024"
30,Montana,FA_Homicide,2019,24,2.2,04/04/2025,
30,Montana,FA_Homicide,2020,33,3,04/04/2025,
30,Montana,FA_Homicide,2021,30,2.7,04/04/2025,
30,Montana,FA_Homicide,2022,39,3.5,04/04/2025,
30,Montana,FA_Homicide,2023,30,2.6,04/04/2025,
30,Montana,FA_Homicide,TTM,25,2.2,04/04/2025,"December, 2023 to November, 2024"
30,Montana,FA_Suicide,2019,172,16.1,04/04/2025,
30,Montana,FA_Suicide,2020,189,17.4,04/04/2025,
30,Montana,FA_Suicide,2021,239,21.6,04/04/2025,
30,Montana,FA_Suicide,2022,221,19.7,04/04/2025,
30,Montana,FA_Suicide,2023,206,18.2,04/04/2025,
30,Montana,FA_Suicide,TTM,220,19.4,04/04/2025,"December, 2023 to November, 2024"
31,Nebraska,All_Homicide,2019,58,3,04/04/2025,
31,Nebraska,All_Homicide,2020,76,3.9,04/04/2025,
31,Nebraska,All_Homicide,2021,70,3.6,04/04/2025,
31,Nebraska,All_Homicide,2022,73,3.7,04/04/2025,
31,Nebraska,All_Homicide,2023,64,3.2,04/04/2025,
31,Nebraska,All_Homicide,TTM,57,2.9,04/04/2025,"December, 2023 to November, 2024"
31,Nebraska,All_Suicide,2019,309,16,04/04/2025,
31,Nebraska,All_Suicide,2020,283,14.4,04/04/2025,
31,Nebraska,All_Suicide,2021,288,14.7,04/04/2025,
31,Nebraska,All_Suicide,2022,306,15.5,04/04/2025,
31,Nebraska,All_Suicide,2023,284,14.4,04/04/2025,
31,Nebraska,All_Suicide,TTM,300,15.2,04/04/2025,"December, 2023 to November, 2024"
31,Nebraska,Drug_OD,2019,130,6.7,04/04/2025,
31,Nebraska,Drug_OD,2020,181,9.199999999999999,04/04/2025,
31,Nebraska,Drug_OD,2021,186,9.5,04/04/2025,
31,Nebraska,Drug_OD,2022,201,10.2,04/04/2025,
31,Nebraska,Drug_OD,2023,150,7.6,04/04/2025,
31,Nebraska,Drug_OD,TTM,132,6.7,04/04/2025,"October, 2023 to September, 2024"
31,Nebraska,FA_Deaths,2019,205,10.6,04/04/2025,
31,Nebraska,FA_Deaths,2020,197,10,04/04/2025,
31,Nebraska,FA_Deaths,2021,200,10.2,04/04/2025,
31,Nebraska,FA_Deaths,2022,244,12.4,04/04/2025,
31,Nebraska,FA_Deaths,2023,213,10.8,04/04/2025,
31,Nebraska,FA_Deaths,TTM,221,11.2,04/04/2025,"December, 2023 to November, 2024"
31,Nebraska,FA_Homicide,2019,40,2.1,04/04/2025,
31,Nebraska,FA_Homicide,2020,49,2.5,04/04/2025,
31,Nebraska,FA_Homicide,2021,46,2.3,04/04/2025,
31,Nebraska,FA_Homicide,2022,48,2.4,04/04/2025,
31,Nebraska,FA_Homicide,2023,34,1.7,04/04/2025,
31,Nebraska,FA_Homicide,TTM,41,2.1,04/04/2025,"December, 2023 to November, 2024"
31,Nebraska,FA_Suicide,2019,154,8,04/04/2025,
31,Nebraska,FA_Suicide,2020,139,7.1,04/04/2025,
31,Nebraska,FA_Suicide,2021,145,7.4,04/04/2025,
31,Nebraska,FA_Suicide,2022,185,9.4,04/04/2025,
31,Nebraska,FA_Suicide,2023,165,8.300000000000001,04/04/2025,
31,Nebraska,FA_Suicide,TTM,176,8.9,04/04/2025,"December, 2023 to November, 2024"
32,Nevada,All_Homicide,2019,166,5.4,04/04/2025,
32,Nevada,All_Homicide,2020,217,7,04/04/2025,
32,Nevada,All_Homicide,2021,264,8.4,04/04/2025,
32,Nevada,All_Homicide,2022,244,7.7,04/04/2025,
32,Nevada,All_Homicide,2023,258,8.1,04/04/2025,
32,Nevada,All_Homicide,TTM,220,6.9,04/04/2025,"December, 2023 to November, 2024"
32,Nevada,All_Suicide,2019,642,20.8,04/04/2025,
32,Nevada,All_Suicide,2020,603,19.4,04/04/2025,
32,Nevada,All_Suicide,2021,691,22,04/04/2025,
32,Nevada,All_Suicide,2022,698,22,04/04/2025,
32,Nevada,All_Suicide,2023,690,21.6,04/04/2025,
32,Nevada,All_Suicide,TTM,679,21.3,04/04/2025,"December, 2023 to November, 2024"
32,Nevada,Drug_OD,2020,776,24.9,04/04/2025,
32,Nevada,Drug_OD,2021,865,27.5,04/04/2025,
32,Nevada,Drug_OD,2022,926,29.1,04/04/2025,
32,Nevada,Drug_OD,2023,1213,38,04/04/2025,
32,Nevada,Drug_OD,TTM,1225,38.4,04/04/2025,"October, 2023 to September, 2024"
32,Nevada,FA_Deaths,2019,490,15.9,04/04/2025,
32,Nevada,FA_Deaths,2020,547,17.6,04/04/2025,
32,Nevada,FA_Deaths,2021,633,20.1,04/04/2025,
32,Nevada,FA_Deaths,2022,618,19.4,04/04/2025,
32,Nevada,FA_Deaths,2023,616,19.3,04/04/2025,
32,Nevada,FA_Deaths,TTM,597,18.7,04/04/2025,"December, 2023 to November, 2024"
32,Nevada,FA_Homicide,2019,118,3.8,04/04/2025,
32,Nevada,FA_Homicide,2020,148,4.7,04/04/2025,
32,Nevada,FA_Homicide,2021,199,6.3,04/04/2025,
32,Nevada,FA_Homicide,2022,180,5.7,04/04/2025,
32,Nevada,FA_Homicide,2023,185,5.8,04/04/2025,
32,Nevada,FA_Homicide,TTM,176,5.5,04/04/2025,"December, 2023 to November, 2024"
32,Nevada,FA_Suicide,2019,354,11.5,04/04/2025,
32,Nevada,FA_Suicide,2020,372,11.9,04/04/2025,
32,Nevada,FA_Suicide,2021,413,13.1,04/04/2025,
32,Nevada,FA_Suicide,2022,422,13.3,04/04/2025,
32,Nevada,FA_Suicide,2023,417,13.1,04/04/2025,
32,Nevada,FA_Suicide,TTM,411,12.9,04/04/2025,"December, 2023 to November, 2024"
33,New Hampshire,All_Homicide,2019,38,2.8,04/04/2025,
33,New Hampshire,All_Homicide,2020,14,1,04/04/2025,
33,New Hampshire,All_Homicide,2021,15,1.1,04/04/2025,
33,New Hampshire,All_Homicide,2022,25,1.8,04/04/2025,
33,New Hampshire,All_Homicide,2023,29,2.1,04/04/2025,
33,New Hampshire,All_Homicide,TTM,19,1.4,04/04/2025,"December, 2023 to November, 2024"
33,New Hampshire,All_Suicide,2019,255,18.8,04/04/2025,
33,New Hampshire,All_Suicide,2020,234,17,04/04/2025,
33,New Hampshire,All_Suicide,2021,223,16.1,04/04/2025,
33,New Hampshire,All_Suicide,2022,247,17.7,04/04/2025,
33,New Hampshire,All_Suicide,2023,221,15.8,04/04/2025,
33,New Hampshire,All_Suicide,TTM,249,17.8,04/04/2025,"December, 2023 to November, 2024"
33,New Hampshire,Drug_OD,2019,382,28.1,04/04/2025,
33,New Hampshire,Drug_OD,2020,358,26,04/04/2025,
33,New Hampshire,Drug_OD,2021,415,29.9,04/04/2025,
33,New Hampshire,Drug_OD,2022,462,33,04/04/2025,
33,New Hampshire,Drug_OD,2023,423,30.2,04/04/2025,
33,New Hampshire,Drug_OD,TTM,299,21.3,04/04/2025,"October, 2023 to September, 2024"
33,New Hampshire,FA_Deaths,2019,156,11.5,04/04/2025,
33,New Hampshire,FA_Deaths,2020,128,9.300000000000001,04/04/2025,
33,New Hampshire,FA_Deaths,2021,123,8.9,04/04/2025,
33,New Hampshire,FA_Deaths,2022,156,11.2,04/04/2025,
33,New Hampshire,FA_Deaths,2023,143,10.2,04/04/2025,
33,New Hampshire,FA_Deaths,TTM,161,11.5,04/04/2025,"December, 2023 to November, 2024"
33,New Hampshire,FA_Homicide,2019,20,1.5,04/04/2025,
33,New Hampshire,FA_Homicide,2020,1-9,-999,04/04/2025,
33,New Hampshire,FA_Homicide,2021,1-9,-999,04/04/2025,
33,New Hampshire,FA_Homicide,2022,18,1.3,04/04/2025,
33,New Hampshire,FA_Homicide,2023,14,1,04/04/2025,
33,New Hampshire,FA_Homicide,TTM,10,0.7,04/04/2025,"December, 2023 to November, 2024"
33,New Hampshire,FA_Suicide,2019,132,9.699999999999999,04/04/2025,
33,New Hampshire,FA_Suicide,2020,118,8.6,04/04/2025,
33,New Hampshire,FA_Suicide,2021,111,8,04/04/2025,
33,New Hampshire,FA_Suicide,2022,134,9.6,04/04/2025,
33,New Hampshire,FA_Suicide,2023,122,8.699999999999999,04/04/2025,
33,New Hampshire,FA_Suicide,TTM,142,10.1,04/04/2025,"December, 2023 to November, 2024"
34,New Jersey,All_Homicide,2019,287,3.2,04/04/2025,
34,New Jersey,All_Homicide,2020,362,3.9,04/04/2025,
34,New Jersey,All_Homicide,2021,409,4.4,04/04/2025,
34,New Jersey,All_Homicide,2022,332,3.6,04/04/2025,
34,New Jersey,All_Homicide,2023,293,3.2,04/04/2025,
34,New Jersey,All_Homicide,TTM,263,2.8,04/04/2025,"December, 2023 to November, 2024"
34,New Jersey,All_Suicide,2019,762,8.6,04/04/2025,
34,New Jersey,All_Suicide,2020,679,7.3,04/04/2025,
34,New Jersey,All_Suicide,2021,688,7.4,04/04/2025,
34,New Jersey,All_Suicide,2022,769,8.300000000000001,04/04/2025,
34,New Jersey,All_Suicide,2023,709,7.6,04/04/2025,
34,New Jersey,All_Suicide,TTM,670,7.2,04/04/2025,"December, 2023 to November, 2024"
34,New Jersey,Drug_OD,2019,2713,30.5,04/04/2025,
34,New Jersey,Drug_OD,2020,2755,29.7,04/04/2025,
34,New Jersey,Drug_OD,2021,2956,31.9,04/04/2025,
34,New Jersey,Drug_OD,2022,2888,31.2,04/04/2025,
34,New Jersey,Drug_OD,2023,2608,28.1,04/04/2025,
34,New Jersey,Drug_OD,TTM,2051,22.1,04/04/2025,"October, 2023 to September, 2024"
34,New Jersey,FA_Deaths,2019,368,4.1,04/04/2025,
34,New Jersey,FA_Deaths,2020,443,4.8,04/04/2025,
34,New Jersey,FA_Deaths,2021,475,5.1,04/04/2025,
34,New Jersey,FA_Deaths,2022,468,5.1,04/04/2025,
34,New Jersey,FA_Deaths,2023,430,4.6,04/04/2025,
34,New Jersey,FA_Deaths,TTM,390,4.2,04/04/2025,"December, 2023 to November, 2024"
34,New Jersey,FA_Homicide,2019,193,2.2,04/04/2025,
34,New Jersey,FA_Homicide,2020,253,2.7,04/04/2025,
34,New Jersey,FA_Homicide,2021,276,3,04/04/2025,
34,New Jersey,FA_Homicide,2022,235,2.5,04/04/2025,
34,New Jersey,FA_Homicide,2023,203,2.2,04/04/2025,
34,New Jersey,FA_Homicide,TTM,168,1.8,04/04/2025,"December, 2023 to November, 2024"
34,New Jersey,FA_Suicide,2019,173,1.9,04/04/2025,
34,New Jersey,FA_Suicide,2020,181,2,04/04/2025,
34,New Jersey,FA_Suicide,2021,195,2.1,04/04/2025,
34,New Jersey,FA_Suicide,2022,229,2.5,04/04/2025,
34,New Jersey,FA_Suicide,2023,214,2.3,04/04/2025,
34,New Jersey,FA_Suicide,TTM,214,2.3,04/04/2025,"December, 2023 to November, 2024"
35,New Mexico,All_Homicide,2019,230,11,04/04/2025,
35,New Mexico,All_Homicide,2020,216,10.2,04/04/2025,
35,New Mexico,All_Homicide,2021,306,14.5,04/04/2025,
35,New Mexico,All_Homicide,2022,290,13.7,04/04/2025,
35,New Mexico,All_Homicide,2023,290,13.7,04/04/2025,
35,New Mexico,All_Homicide,TTM,266,12.6,04/04/2025,"December, 2023 to November, 2024"
35,New Mexico,All_Suicide,2019,513,24.5,04/04/2025,
35,New Mexico,All_Suicide,2020,516,24.4,04/04/2025,
35,New Mexico,All_Suicide,2021,533,25.2,04/04/2025,
35,New Mexico,All_Suicide,2022,525,24.8,04/04/2025,
35,New Mexico,All_Suicide,2023,489,23.1,04/04/2025,
35,New Mexico,All_Suicide,TTM,536,25.4,04/04/2025,"December, 2023 to November, 2024"
35,New Mexico,Drug_OD,2019,551,26.3,04/04/2025,
35,New Mexico,Drug_OD,2020,737,34.8,04/04/2025,
35,New Mexico,Drug_OD,2021,1002,47.3,04/04/2025,
35,New Mexico,Drug_OD,2022,971,45.9,04/04/2025,
35,New Mexico,Drug_OD,2023,965,45.6,04/04/2025,
35,New Mexico,Drug_OD,TTM,763,36.1,04/04/2025,"October, 2023 to September, 2024"
35,New Mexico,FA_Deaths,2019,471,22.5,04/04/2025,
35,New Mexico,FA_Deaths,2020,479,22.6,04/04/2025,
35,New Mexico,FA_Deaths,2021,578,27.3,04/04/2025,
35,New Mexico,FA_Deaths,2022,571,27,04/04/2025,
35,New Mexico,FA_Deaths,2023,530,25.1,04/04/2025,
35,New Mexico,FA_Deaths,TTM,558,26.4,04/04/2025,"December, 2023 to November, 2024"
35,New Mexico,FA_Homicide,2019,158,7.5,04/04/2025,
35,New Mexico,FA_Homicide,2020,149,7,04/04/2025,
35,New Mexico,FA_Homicide,2021,230,10.9,04/04/2025,
35,New Mexico,FA_Homicide,2022,218,10.3,04/04/2025,
35,New Mexico,FA_Homicide,2023,218,10.3,04/04/2025,
35,New Mexico,FA_Homicide,TTM,201,9.5,04/04/2025,"December, 2023 to November, 2024"
35,New Mexico,FA_Suicide,2019,284,13.5,04/04/2025,
35,New Mexico,FA_Suicide,2020,303,14.3,04/04/2025,
35,New Mexico,FA_Suicide,2021,305,14.4,04/04/2025,
35,New Mexico,FA_Suicide,2022,306,14.5,04/04/2025,
35,New Mexico,FA_Suicide,2023,284,13.4,04/04/2025,
35,New Mexico,FA_Suicide,TTM,318,15,04/04/2025,"December, 2023 to November, 2024"
36,New York,All_Homicide,2019,601,3.1,04/04/2025,
36,New York,All_Homicide,2020,875,4.4,04/04/2025,
36,New York,All_Homicide,2021,918,4.6,04/04/2025,
36,New York,All_Homicide,2022,853,4.3,04/04/2025,
36,New York,All_Homicide,2023,745,3.8,04/04/2025,
36,New York,All_Homicide,TTM,694,3.5,04/04/2025,"December, 2023 to November, 2024"
36,New York,All_Suicide,2019,1705,8.800000000000001,04/04/2025,
36,New York,All_Suicide,2020,1642,8.199999999999999,04/04/2025,
36,New York,All_Suicide,2021,1660,8.4,04/04/2025,
36,New York,All_Suicide,2022,1765,9,04/04/2025,
36,New York,All_Suicide,2023,1717,8.800000000000001,04/04/2025,
36,New York,All_Suicide,TTM,1670,8.5,04/04/2025,"December, 2023 to November, 2024"
36,New York,Drug_OD,2019,3403,17.5,04/04/2025,
36,New York,Drug_OD,2020,4751,23.6,04/04/2025,
36,New York,Drug_OD,2021,5613,28.3,04/04/2025,
36,New York,Drug_OD,2022,6112,31.1,04/04/2025,
36,New York,Drug_OD,2023,6098,31.2,04/04/2025,
36,New York,Drug_OD,TTM,4735,24.2,04/04/2025,"October, 2023 to September, 2024"
36,New York,FA_Deaths,2019,804,4.1,04/04/2025,
36,New York,FA_Deaths,2020,1052,5.2,04/04/2025,
36,New York,FA_Deaths,2021,1078,5.4,04/04/2025,
36,New York,FA_Deaths,2022,1044,5.3,04/04/2025,
36,New York,FA_Deaths,2023,943,4.8,04/04/2025,
36,New York,FA_Deaths,TTM,893,4.6,04/04/2025,"December, 2023 to November, 2024"
36,New York,FA_Homicide,2019,326,1.7,04/04/2025,
36,New York,FA_Homicide,2020,561,2.8,04/04/2025,
36,New York,FA_Homicide,2021,613,3.1,04/04/2025,
36,New York,FA_Homicide,2022,528,2.7,04/04/2025,
36,New York,FA_Homicide,2023,430,2.2,04/04/2025,
36,New York,FA_Homicide,TTM,363,1.9,04/04/2025,"December, 2023 to November, 2024"
36,New York,FA_Suicide,2019,455,2.3,04/04/2025,
36,New York,FA_Suicide,2020,462,2.3,04/04/2025,
36,New York,FA_Suicide,2021,439,2.2,04/04/2025,
36,New York,FA_Suicide,2022,492,2.5,04/04/2025,
36,New York,FA_Suicide,2023,491,2.5,04/04/2025,
36,New York,FA_Suicide,TTM,493,2.5,04/04/2025,"December, 2023 to November, 2024"
37,North Carolina,All_Homicide,2019,707,6.7,04/04/2025,
37,North Carolina,All_Homicide,2020,884,8.5,04/04/2025,
37,North Carolina,All_Homicide,2021,991,9.4,04/04/2025,
37,North Carolina,All_Homicide,2022,954,8.9,04/04/2025,
37,North Carolina,All_Homicide,2023,887,8.199999999999999,04/04/2025,
37,North Carolina,All_Homicide,TTM,790,7.3,04/04/2025,"December, 2023 to November, 2024"
37,North Carolina,All_Suicide,2019,1358,12.9,04/04/2025,
37,North Carolina,All_Suicide,2020,1441,13.8,04/04/2025,
37,North Carolina,All_Suicide,2021,1448,13.7,04/04/2025,
37,North Carolina,All_Suicide,2022,1614,15.1,04/04/2025,
37,North Carolina,All_Suicide,2023,1597,14.7,04/04/2025,
37,North Carolina,All_Suicide,TTM,1598,14.7,04/04/2025,"December, 2023 to November, 2024"
37,North Carolina,Drug_OD,2019,2112,20.1,04/04/2025,
37,North Carolina,Drug_OD,2020,3008,28.8,04/04/2025,
37,North Carolina,Drug_OD,2021,3879,36.7,04/04/2025,
37,North Carolina,Drug_OD,2022,4151,38.8,04/04/2025,
37,North Carolina,Drug_OD,2023,3370,31.1,04/04/2025,
37,North Carolina,Drug_OD,TTM,2678,24.7,04/04/2025,"October, 2023 to September, 2024"
37,North Carolina,FA_Deaths,2019,1397,13.3,04/04/2025,
37,North Carolina,FA_Deaths,2020,1699,16.3,04/04/2025,
37,North Carolina,FA_Deaths,2021,1839,17.4,04/04/2025,
37,North Carolina,FA_Deaths,2022,1831,17.1,04/04/2025,
37,North Carolina,FA_Deaths,2023,1803,16.6,04/04/2025,
37,North Carolina,FA_Deaths,TTM,1787,16.5,04/04/2025,"December, 2023 to November, 2024"
